,Kla0,Kre0,sed_opt
S20y1,0.032503437699344134,0.00016721452495817142,0.8076084988052559
S20y2,0.01272536108121497,1.1006147168081587e-05,0.31154754081019576
S20y3,0.02380146880348439,3.5719572248653544e-06,1.1204547502047335
S20y4,0.04083076712978386,8.146110378689266e-06,3.0312293910648216
S20y5,0.026440079208565778,7.991645487898196e-06,1.687505200608062
S20y7,0.004974279063648574,7.28306068601235e-06,1.4650666151522684
S20y8,0.01355882481835896,4.682197976888498e-06,1.0923088912365322
